Genres,Release_year,User_id,Original_Hours,year1,year2,year3,year4
Action,2012,mrhuffenpuff,3348,2678,670,0,0
Action,2012,multinationalcorporation,3188,2678,510,0,0
Action,2012,nguyenkytrung,3206,2678,528,0,0
Action,2012,ninhigan,2843,2678,165,0,0
Action,2012,parktesla,2742,2678,64,0,0
Action,2012,patientjuNKY,3560,2678,882,0,0
Action,2012,red-acted,5695,2678,2678,339,0
Action,2012,subhav,2735,2678,57,0,0
Action,2012,szpandinhasz,3334,2678,656,0,0
Action,2012,talibanstorm,3353,2678,675,0,0
Action,2012,thefourdigit,3666,2678,988,0,0
Action,2012,truewarrior94,3701,2678,1023,0,0
Action,2012,vinidias15,2824,2678,146,0,0
Action,2012,voltaaaa,3077,2678,399,0,0
Action,2012,whisperrrrrrr,3528,2678,850,0,0
Action,2012,yvruv1l,3238,2678,560,0,0
Action,2012,zenncs,3170,2678,492,0,0
Action,2012,Cawwot,3126,2678,448,0,0
Action,2012,SmokaBluntos,2817,2678,139,0,0
Action,2012,DodgM8,3687,2678,1009,0,0
Action,2012,76561197998925934,2704,2678,26,0,0
Action,2012,76561198053180471,2862,2678,184,0,0
Action,2012,76561198060407701,3384,2678,706,0,0
Action,2012,Bballguy111,3403,2678,725,0,0
Action,2012,HenezRS,2686,2678,8,0,0
Action,2012,benjamingarrison,3911,2678,1233,0,0
Action,2012,76561198063076399,3359,2678,681,0,0
Action,2012,rixs,3527,2678,849,0,0
Action,2012,Evilutional,10588,2678,2678,2678,2554
Action,2012,76561197961745322,2786,2678,108,0,0
Action,2012,76561198006585818,2894,2678,216,0,0
Action,2012,76561198020704738,4764,2678,2086,0,0
Action,2012,76561198067260562,2717,2678,39,0,0
Action,2012,76561198084812506,2736,2678,58,0,0
Action,2012,Dropbearownage,3375,2678,697,0,0
Action,2012,adosattack,3361,2678,683,0,0
Action,2012,mblades,3867,2678,1189,0,0
Action,2013,76561198037488165,2988,2678,310,0,0
Action,2013,76561198077734778,3348,2678,670,0,0
Action,2013,76561198079887518,2775,2678,97,0,0
Action,2013,HailAmeixing,3590,2678,912,0,0
Action,2013,KSAC,3373,2678,695,0,0
Action,2013,LethalOkami,3154,2678,476,0,0
Action,2013,OfficialTonyAbbott,3101,2678,423,0,0
Action,2013,Sanctus94,2880,2678,202,0,0
Action,2013,TheDeadlyBandit,3047,2678,369,0,0
Action,2013,_Supanova_,3651,2678,973,0,0
Action,2013,laerte261,4836,2678,2158,0,0
Action,2013,BlackReaperHei,2840,2678,162,0,0
Action,2013,76561197977544920,2808,2678,130,0,0
Action,2013,76561197984211461,3539,2678,861,0,0
Action,2013,76561198004054009,3419,2678,741,0,0
Action,2013,76561198027240315,3105,2678,427,0,0
Action,2013,76561198039700455,3532,2678,854,0,0
Action,2013,76561198079680944,3485,2678,807,0,0
Action,2013,76561198086282677,2727,2678,49,0,0
Action,2013,76561198086575203,2873,2678,195,0,0
Action,2013,76561198093191096,2812,2678,134,0,0
Action,2013,AgentXiri,3905,2678,1227,0,0
Action,2013,DKA013,2739,2678,61,0,0
Action,2013,DerShpee,3879,2678,1201,0,0
Action,2013,GREENMAN41,2983,2678,305,0,0
Action,2013,Hummingsenpai,3129,2678,451,0,0
Action,2013,P06O,4446,2678,1768,0,0
Action,2013,Rivenscry,2765,2678,87,0,0
Action,2013,bigodo,3005,2678,327,0,0
Action,2013,dethonador,4620,2678,1942,0,0
Action,2013,julius13,3959,2678,1281,0,0
Action,2013,laumir,6779,2678,2678,1423,0
Action,2013,masterroach,2903,2678,225,0,0
Action,2013,pikawuu2,2967,2678,289,0,0
Action,2013,triggerbeast,2839,2678,161,0,0
Action,2013,76561197978756659,4987,2678,2309,0,0
Action,2013,76561198051911068,2780,2678,102,0,0
Action,2013,76561198123168383,2734,2678,56,0,0
Action,2013,Drxoid,3074,2678,396,0,0
Action,2013,add2it,2940,2678,262,0,0
Action,2013,guwopguccimane,3349,2678,671,0,0
Action,2013,horizon95,3025,2678,347,0,0
Action,2014,76561198098418019,2699,2678,21,0,0
Action,2014,Servium,2693,2678,15,0,0
Action,2014,qqmp,4276,2678,1598,0,0
Action,2014,76561198078072918,2680,2678,2,0,0
Action,2015,76561198046914681,4518,2678,1840,0,0
Action,2015,76561198057253097,2763,2678,85,0,0
Action,2015,joeynn,3089,2678,411,0,0
Action,2015,suprisinglystupid,3093,2678,415,0,0
Action,2015,johnvu3,3653,2678,975,0,0
Action,2017,76561198074736789,3535,2678,857,0,0
Action,2017,xjerseypsycho,2840,2678,162,0,0
Adventure,2011,76561197991055234,2795,2678,117,0,0
Adventure,2011,76561198026008283,2911,2678,233,0,0
Adventure,2011,76561198058539753,3242,2678,564,0,0
Adventure,2011,76561198072850898,2976,2678,298,0,0
Adventure,2011,76561198086698451,2707,2678,29,0,0
Adventure,2011,MaddyS99,4037,2678,1359,0,0
Adventure,2011,weherphere,3047,2678,369,0,0
Adventure,2012,76561198063076399,3359,2678,681,0,0
Adventure,2012,rixs,3527,2678,849,0,0
Adventure,2012,Evilutional,10588,2678,2678,2678,2554
Adventure,2013,BlackReaperHei,2840,2678,162,0,0
Adventure,2013,76561197978756659,4987,2678,2309,0,0
Adventure,2013,76561198051911068,2780,2678,102,0,0
Adventure,2013,76561198123168383,2734,2678,56,0,0
Adventure,2013,Drxoid,3074,2678,396,0,0
Adventure,2013,add2it,2940,2678,262,0,0
Adventure,2013,guwopguccimane,3349,2678,671,0,0
Adventure,2013,horizon95,3025,2678,347,0,0
Adventure,2014,76561198098418019,2699,2678,21,0,0
Adventure,2014,Servium,2693,2678,15,0,0
Adventure,2014,qqmp,4276,2678,1598,0,0
Adventure,2015,76561198046914681,4518,2678,1840,0,0
Adventure,2015,76561198057253097,2763,2678,85,0,0
Adventure,2015,joeynn,3089,2678,411,0,0
Adventure,2015,suprisinglystupid,3093,2678,415,0,0
Adventure,2015,76561197972452208,3467,2678,789,0,0
Adventure,2015,76561197994136663,3657,2678,979,0,0
Adventure,2015,76561198013858002,3220,2678,542,0,0
Adventure,2015,76561198036460233,3440,2678,762,0,0
Adventure,2015,76561198044588815,3057,2678,379,0,0
Adventure,2015,76561198054680543,3642,2678,964,0,0
Adventure,2015,76561198057083118,2961,2678,283,0,0
Adventure,2015,76561198061230129,2774,2678,96,0,0
Adventure,2015,76561198069839491,3726,2678,1048,0,0
Adventure,2015,76561198079254609,2693,2678,15,0,0
Adventure,2015,76561198079518488,3082,2678,404,0,0
Adventure,2015,Ahahahahahahahahahahahahahahaha,3320,2678,642,0,0
Adventure,2015,idonothack,5558,2678,2678,202,0
Adventure,2015,jwatt1991,2987,2678,309,0,0
Adventure,2015,tobscene,4545,2678,1867,0,0
Adventure,2017,76561198074736789,3535,2678,857,0,0
Adventure,2017,xjerseypsycho,2840,2678,162,0,0
Casual,2012,Evilutional,10588,2678,2678,2678,2554
Casual,2012,76561198049216153,2732,2678,54,0,0
Casual,2013,DoctorSpaceman,4036,2678,1358,0,0
Casual,2014,76561198098418019,2699,2678,21,0,0
Casual,2014,Servium,2693,2678,15,0,0
Casual,2014,qqmp,4276,2678,1598,0,0
Casual,2014,76561198029584773,3566,2678,888,0,0
Casual,2015,76561198026468073,2908,2678,230,0,0
Casual,2015,76561198055783857,3633,2678,955,0,0
Casual,2015,Overwhelmer,3983,2678,1305,0,0
Casual,2015,benjamingarrison,5715,2678,2678,359,0
Casual,2015,idonothack,4634,2678,1956,0,0
Casual,2015,76561197972452208,3467,2678,789,0,0
Casual,2015,76561197994136663,3657,2678,979,0,0
Casual,2015,76561198013858002,3220,2678,542,0,0
Casual,2015,76561198036460233,3440,2678,762,0,0
Casual,2015,76561198044588815,3057,2678,379,0,0
Casual,2015,76561198054680543,3642,2678,964,0,0
Casual,2015,76561198057083118,2961,2678,283,0,0
Casual,2015,76561198061230129,2774,2678,96,0,0
Casual,2015,76561198069839491,3726,2678,1048,0,0
Casual,2015,76561198079254609,2693,2678,15,0,0
Casual,2015,76561198079518488,3082,2678,404,0,0
Casual,2015,Ahahahahahahahahahahahahahahaha,3320,2678,642,0,0
Casual,2015,idonothack,5558,2678,2678,202,0
Casual,2015,jwatt1991,2987,2678,309,0,0
Casual,2015,tobscene,4545,2678,1867,0,0
Casual,2015,Spludge,4336,2678,1658,0,0
Casual,2015,jwatt1991,4039,2678,1361,0,0
Early Access,2013,76561197978756659,4987,2678,2309,0,0
Early Access,2013,76561198051911068,2780,2678,102,0,0
Early Access,2013,76561198123168383,2734,2678,56,0,0
Early Access,2013,Drxoid,3074,2678,396,0,0
Early Access,2013,add2it,2940,2678,262,0,0
Early Access,2013,guwopguccimane,3349,2678,671,0,0
Early Access,2013,horizon95,3025,2678,347,0,0
Early Access,2014,76561198029584773,3566,2678,888,0,0
Early Access,2014,mutatedwombat,4531,2678,1853,0,0
Free to Play,2003,76561198040016388,2953,2678,275,0,0
Free to Play,2003,76561198061354183,3058,2678,380,0,0
Free to Play,2003,bigmushroom,3142,2678,464,0,0
Free to Play,2003,shinomegami,8848,2678,2678,2678,814
Free to Play,2009,Sekekai,3709,2678,1031,0,0
Free to Play,2010,76561198030902576,3586,2678,908,0,0
Free to Play,2011,76561198069163682,5408,2678,2678,52,0
Free to Play,2011,UnethicalPanda,4131,2678,1453,0,0
Free to Play,2011,ZombieBiscuit,2850,2678,172,0,0
Free to Play,2011,poedgirl,6808,2678,2678,1452,0
Free to Play,2011,76561198041627248,5483,2678,2678,127,0
Free to Play,2012,SmokaBluntos,2817,2678,139,0,0
Free to Play,2012,DodgM8,3687,2678,1009,0,0
Free to Play,2012,76561198049856227,2753,2678,75,0,0
Free to Play,2012,76561198063368177,7332,2678,2678,1976,0
Free to Play,2012,76561198073775164,3251,2678,573,0,0
Free to Play,2012,iqu23,3569,2678,891,0,0
Free to Play,2012,76561198053180471,2862,2678,184,0,0
Free to Play,2012,76561198060407701,3384,2678,706,0,0
Free to Play,2012,Bballguy111,3403,2678,725,0,0
Free to Play,2012,HenezRS,2686,2678,8,0,0
Free to Play,2012,76561198063076399,3359,2678,681,0,0
Free to Play,2012,rixs,3527,2678,849,0,0
Free to Play,2012,Evilutional,10588,2678,2678,2678,2554
Free to Play,2012,76561198166194627,3119,2678,441,0,0
Free to Play,2012,76561198049216153,2732,2678,54,0,0
Free to Play,2012,76561197961745322,2786,2678,108,0,0
Free to Play,2012,76561198006585818,2894,2678,216,0,0
Free to Play,2012,76561198020704738,4764,2678,2086,0,0
Free to Play,2012,76561198067260562,2717,2678,39,0,0
Free to Play,2012,76561198084812506,2736,2678,58,0,0
Free to Play,2012,Dropbearownage,3375,2678,697,0,0
Free to Play,2012,adosattack,3361,2678,683,0,0
Free to Play,2012,mblades,3867,2678,1189,0,0
Free to Play,2013,76561198027406146,6052,2678,2678,696,0
Free to Play,2013,CHOZN1,3098,2678,420,0,0
Free to Play,2013,BlackReaperHei,2840,2678,162,0,0
Free to Play,2013,76561197977544920,2808,2678,130,0,0
Free to Play,2013,76561197984211461,3539,2678,861,0,0
Free to Play,2013,76561198004054009,3419,2678,741,0,0
Free to Play,2013,76561198027240315,3105,2678,427,0,0
Free to Play,2013,76561198039700455,3532,2678,854,0,0
Free to Play,2013,76561198079680944,3485,2678,807,0,0
Free to Play,2013,76561198086282677,2727,2678,49,0,0
Free to Play,2013,76561198086575203,2873,2678,195,0,0
Free to Play,2013,76561198093191096,2812,2678,134,0,0
Free to Play,2013,AgentXiri,3905,2678,1227,0,0
Free to Play,2013,DKA013,2739,2678,61,0,0
Free to Play,2013,DerShpee,3879,2678,1201,0,0
Free to Play,2013,GREENMAN41,2983,2678,305,0,0
Free to Play,2013,Hummingsenpai,3129,2678,451,0,0
Free to Play,2013,P06O,4446,2678,1768,0,0
Free to Play,2013,Rivenscry,2765,2678,87,0,0
Free to Play,2013,bigodo,3005,2678,327,0,0
Free to Play,2013,dethonador,4620,2678,1942,0,0
Free to Play,2013,julius13,3959,2678,1281,0,0
Free to Play,2013,laumir,6779,2678,2678,1423,0
Free to Play,2013,masterroach,2903,2678,225,0,0
Free to Play,2013,pikawuu2,2967,2678,289,0,0
Free to Play,2013,triggerbeast,2839,2678,161,0,0
Free to Play,2013,DoctorSpaceman,4036,2678,1358,0,0
Free to Play,2014,76561198098418019,2699,2678,21,0,0
Free to Play,2014,Servium,2693,2678,15,0,0
Free to Play,2014,qqmp,4276,2678,1598,0,0
Free to Play,2014,76561198029584773,3566,2678,888,0,0
Free to Play,2015,rinco69,4334,2678,1656,0,0
Free to Play,2015,76561198073043666,3430,2678,752,0,0
Free to Play,2015,76561198046914681,4518,2678,1840,0,0
Free to Play,2015,76561198057253097,2763,2678,85,0,0
Free to Play,2015,joeynn,3089,2678,411,0,0
Free to Play,2015,suprisinglystupid,3093,2678,415,0,0
Free to Play,2015,76561198026468073,2908,2678,230,0,0
Free to Play,2015,76561198055783857,3633,2678,955,0,0
Free to Play,2015,Overwhelmer,3983,2678,1305,0,0
Free to Play,2015,benjamingarrison,5715,2678,2678,359,0
Free to Play,2015,idonothack,4634,2678,1956,0,0
Free to Play,2015,76561197972452208,3467,2678,789,0,0
Free to Play,2015,76561197994136663,3657,2678,979,0,0
Free to Play,2015,76561198013858002,3220,2678,542,0,0
Free to Play,2015,76561198036460233,3440,2678,762,0,0
Free to Play,2015,76561198044588815,3057,2678,379,0,0
Free to Play,2015,76561198054680543,3642,2678,964,0,0
Free to Play,2015,76561198057083118,2961,2678,283,0,0
Free to Play,2015,76561198061230129,2774,2678,96,0,0
Free to Play,2015,76561198069839491,3726,2678,1048,0,0
Free to Play,2015,76561198079254609,2693,2678,15,0,0
Free to Play,2015,76561198079518488,3082,2678,404,0,0
Free to Play,2015,Ahahahahahahahahahahahahahahaha,3320,2678,642,0,0
Free to Play,2015,idonothack,5558,2678,2678,202,0
Free to Play,2015,jwatt1991,2987,2678,309,0,0
Free to Play,2015,tobscene,4545,2678,1867,0,0
Free to Play,2015,Spludge,4336,2678,1658,0,0
Free to Play,2015,jwatt1991,4039,2678,1361,0,0
Indie,2006,129874182,3804,2678,1126,0,0
Indie,2006,5856565456564,3691,2678,1013,0,0
Indie,2006,76561197977246575,3447,2678,769,0,0
Indie,2006,76561197991853420,2981,2678,303,0,0
Indie,2006,76561197996767783,2825,2678,147,0,0
Indie,2006,76561197999613236,3065,2678,387,0,0
Indie,2006,76561198004901938,2839,2678,161,0,0
Indie,2006,76561198013535509,3516,2678,838,0,0
Indie,2006,76561198016750146,3554,2678,876,0,0
Indie,2006,76561198039696884,3177,2678,499,0,0
Indie,2006,76561198039832932,10224,2678,2678,2678,2190
Indie,2006,76561198040055640,3929,2678,1251,0,0
Indie,2006,76561198044169764,4073,2678,1395,0,0
Indie,2006,76561198046263983,4656,2678,1978,0,0
Indie,2006,76561198046776854,4266,2678,1588,0,0
Indie,2006,76561198047515471,4438,2678,1760,0,0
Indie,2006,76561198050246852,4591,2678,1913,0,0
Indie,2006,76561198050868578,3581,2678,903,0,0
Indie,2006,76561198052180785,3835,2678,1157,0,0
Indie,2006,76561198054085200,3490,2678,812,0,0
Indie,2006,76561198054224756,4109,2678,1431,0,0
Indie,2006,76561198055304676,2983,2678,305,0,0
Indie,2006,76561198055326819,5749,2678,2678,393,0
Indie,2006,76561198057471883,3241,2678,563,0,0
Indie,2006,76561198059487098,2950,2678,272,0,0
Indie,2006,76561198059622971,5052,2678,2374,0,0
Indie,2006,76561198060469849,2827,2678,149,0,0
Indie,2006,76561198061404366,2683,2678,5,0,0
Indie,2006,76561198061559559,2752,2678,74,0,0
Indie,2006,76561198062544523,2874,2678,196,0,0
Indie,2006,76561198063648921,4818,2678,2140,0,0
Indie,2006,76561198063765495,4604,2678,1926,0,0
Indie,2006,76561198064317610,4607,2678,1929,0,0
Indie,2006,76561198065389357,4044,2678,1366,0,0
Indie,2006,76561198068194476,3119,2678,441,0,0
Indie,2006,76561198069139035,5686,2678,2678,330,0
Indie,2006,76561198072608814,4968,2678,2290,0,0
Indie,2006,76561198072850352,2869,2678,191,0,0
Indie,2006,76561198074103221,3830,2678,1152,0,0
Indie,2006,76561198076701454,2782,2678,104,0,0
Indie,2006,76561198078738103,5058,2678,2380,0,0
Indie,2006,76561198078843911,3217,2678,539,0,0
Indie,2006,76561198079582022,2825,2678,147,0,0
Indie,2006,76561198079986661,4636,2678,1958,0,0
Indie,2006,76561198081358616,2983,2678,305,0,0
Indie,2006,76561198082590747,3462,2678,784,0,0
Indie,2006,76561198086282677,2688,2678,10,0,0
Indie,2006,76561198086665451,3672,2678,994,0,0
Indie,2006,76561198087448010,3252,2678,574,0,0
Indie,2006,76561198088238670,3225,2678,547,0,0
Indie,2006,76561198088865993,4670,2678,1992,0,0
Indie,2006,76561198089131001,3606,2678,928,0,0
Indie,2006,76561198089766169,3570,2678,892,0,0
Indie,2006,76561198091152936,4425,2678,1747,0,0
Indie,2006,76561198091671832,3796,2678,1118,0,0
Indie,2006,76561198100205554,4585,2678,1907,0,0
Indie,2006,76561198105270589,3787,2678,1109,0,0
Indie,2006,76561198117813768,3206,2678,528,0,0
Indie,2006,765611983889673,7028,2678,2678,1672,0
Indie,2006,83837474,2688,2678,10,0,0
Indie,2006,986754,2729,2678,51,0,0
Indie,2006,9891366488166201131455234,2816,2678,138,0,0
Indie,2006,Asyamercilicious,3376,2678,698,0,0
Indie,2006,AussieAussie,2827,2678,149,0,0
Indie,2006,Bl10ckade,3443,2678,765,0,0
Indie,2006,Brucearu,2901,2678,223,0,0
Indie,2006,Bu113ts,4752,2678,2074,0,0
Indie,2006,CSDFawe,2741,2678,63,0,0
Indie,2006,DarkKnight2599,3257,2678,579,0,0
Indie,2006,DarrenDingo,5407,2678,2678,51,0
Indie,2006,DeezNuttaroos,2982,2678,304,0,0
Indie,2006,DeliciousPuddin,3429,2678,751,0,0
Indie,2006,DemonThunder,3414,2678,736,0,0
Indie,2006,DonaldsSmallLoan,3170,2678,492,0,0
Indie,2006,DonationsAreAccepted,3251,2678,573,0,0
