App_name,Release_year,Recommend,Malo,Neutral,Positivo
Counter-Strike: Condition Zero,2004,1,1,0,0
Counter-Strike: Condition Zero,2004,1,0,1,0
Counter-Strike: Condition Zero,2004,1,0,0,1
Counter-Strike: Condition Zero,2004,1,0,1,0
Counter-Strike: Condition Zero,2004,1,0,1,0
Counter-Strike: Condition Zero,2004,1,0,1,0
Counter-Strike: Condition Zero,2004,1,0,1,0
Counter-Strike: Condition Zero,2004,0,1,0,0
Counter-Strike: Condition Zero,2004,0,0,1,0
Counter-Strike: Condition Zero,2004,0,0,1,0
Counter-Strike: Condition Zero,2004,1,0,0,1
Counter-Strike: Condition Zero,2004,1,0,1,0
Half-Life: Blue Shift,2001,1,0,0,1
Half-Life: Blue Shift,2001,1,0,1,0
Half-Life: Blue Shift,2001,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,0,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,1,0,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,1,0,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,1,0,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,1,0,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,0,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,0,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,0,1,0,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,0,0,1,0
Half-Life 2,2004,1,1,0,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,0,1,0,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,0,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,1,0,0
Half-Life 2,2004,1,1,0,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,0,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,1,0,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,1,0,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,1,0,0
Half-Life 2,2004,1,0,0,1
Half-Life 2,2004,1,0,1,0
Half-Life 2,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,0,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,0,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,0,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,0,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,0,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,0,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,0,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,0,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,0,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,0,1,0,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,1,0,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,1,0
Counter-Strike: Source,2004,1,0,0,1
Counter-Strike: Source,2004,1,0,1,0
Half-Life: Source,2004,1,0,1,0
Half-Life: Source,2004,0,0,1,0
Half-Life: Source,2004,1,0,1,0
Half-Life: Source,2004,1,0,0,1
Half-Life: Source,2004,1,0,0,1
Half-Life: Source,2004,1,0,0,1
Half-Life: Source,2004,1,0,1,0
Day of Defeat: Source,2010,1,0,0,1
Day of Defeat: Source,2010,1,0,0,1
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,0,1
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,0,1
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,1,0,0
Day of Defeat: Source,2010,1,0,0,1
Day of Defeat: Source,2010,1,0,0,1
Day of Defeat: Source,2010,1,0,0,1
Day of Defeat: Source,2010,1,0,0,1
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,0,0,1,0
Day of Defeat: Source,2010,1,1,0,0
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,0,0,1,0
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,0,1
Day of Defeat: Source,2010,1,0,1,0
Day of Defeat: Source,2010,1,0,0,1
Day of Defeat: Source,2010,1,0,0,1
Half-Life 2: Deathmatch,2004,1,0,0,1
Half-Life 2: Deathmatch,2004,1,0,0,1
Half-Life 2: Deathmatch,2004,1,0,1,0
Half-Life 2: Deathmatch,2004,1,0,0,1
Half-Life 2: Deathmatch,2004,1,0,0,1
Half-Life 2: Deathmatch,2004,0,1,0,0
Half-Life 2: Deathmatch,2004,1,0,0,1
Half-Life 2: Deathmatch,2004,1,1,0,0
Half-Life 2: Deathmatch,2004,1,0,0,1
Half-Life 2: Deathmatch,2004,1,0,1,0
Half-Life 2: Deathmatch,2004,1,0,0,1
Half-Life Deathmatch: Source,2006,0,0,1,0
Half-Life Deathmatch: Source,2006,1,0,1,0
Half-Life 2: Episode One,2006,1,0,1,0
Half-Life 2: Episode One,2006,1,0,0,1
Half-Life 2: Episode One,2006,1,0,0,1
Half-Life 2: Episode One,2006,1,0,0,1
Half-Life 2: Episode One,2006,0,0,0,1
Half-Life 2: Episode One,2006,1,0,1,0
Half-Life 2: Episode One,2006,1,0,1,0
Half-Life 2: Episode One,2006,1,0,0,1
Half-Life 2: Episode One,2006,1,0,0,1
Half-Life 2: Episode One,2006,1,0,0,1
Half-Life 2: Episode One,2006,1,0,1,0
Half-Life 2: Episode One,2006,1,1,0,0
Half-Life 2: Episode One,2006,1,0,1,0
Half-Life 2: Episode One,2006,1,0,1,0
Half-Life 2: Episode One,2006,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,1,0,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,0,1
Portal,2007,1,0,0,1
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,0,1
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,1,0,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,1,0,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,0,0,1
Portal,2007,1,0,0,1
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,1,0,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
Portal,2007,1,1,0,0
Portal,2007,1,0,1,0
Portal,2007,1,0,1,0
